t,family,regime,method,x,target,policy,switch,error,switch_work
0,recontact_settling,high_noise_high_cost,immediate_greedy,0.046641696790532886,1.0,1,0,0.9533583032094671,0.0
2,recontact_settling,high_noise_high_cost,immediate_greedy,0.12523658619635292,1.0012599972784018,1,0,0.8760234110820488,0.0
4,recontact_settling,high_noise_high_cost,immediate_greedy,0.23286224222976631,1.0025199782272565,1,0,0.7696577359974901,0.0
6,recontact_settling,high_noise_high_cost,immediate_greedy,0.3537524562240244,1.0037799265172285,1,0,0.6500274702932041,0.0
8,recontact_settling,high_noise_high_cost,immediate_greedy,0.4501128200674335,1.005039825819406,1,0,0.5549270057519725,0.0
10,recontact_settling,high_noise_high_cost,immediate_greedy,0.5885045294324002,1.0062996598055112,1,0,0.417795130373111,0.0
12,recontact_settling,high_noise_high_cost,immediate_greedy,0.6787830455797688,1.0075594121481135,1,0,0.32877636656834475,0.0
14,recontact_settling,high_noise_high_cost,immediate_greedy,0.7746316590796105,1.0088190665208403,1,0,0.2341874074412298,0.0
16,recontact_settling,high_noise_high_cost,immediate_greedy,0.7479184409495124,1.0100786065985885,0,1,0.26216016564907607,1.9469999999999998
18,recontact_settling,high_noise_high_cost,immediate_greedy,0.8248146238955963,1.011338016057736,1,0,0.18652339216213976,4.244459999999999
20,recontact_settling,high_noise_high_cost,immediate_greedy,0.8990585195972483,1.0125972785763542,1,0,0.11353875897910592,4.244459999999999
22,recontact_settling,high_noise_high_cost,immediate_greedy,0.8588136183881134,1.0138563778344185,1,1,0.15504275944630508,9.89076
24,recontact_settling,high_noise_high_cost,immediate_greedy,0.9490720710893439,1.0151152975140199,1,0,0.06604322642467597,9.89076
26,recontact_settling,high_noise_high_cost,immediate_greedy,1.0310853295671625,1.016374021299577,1,0,0.014711308267585377,9.89076
28,recontact_settling,high_noise_high_cost,immediate_greedy,1.114928737031513,1.0176325328780473,1,0,0.09729620415346574,9.89076
30,recontact_settling,high_noise_high_cost,immediate_greedy,0.957304597857046,1.0188908159391383,0,0,0.0615862180820923,13.2396
32,recontact_settling,high_noise_high_cost,immediate_greedy,0.940078564657491,1.0201488541755193,0,1,0.0800702895180283,20.98866
34,recontact_settling,high_noise_high_cost,immediate_greedy,0.8969558182834458,1.0214066312830319,0,1,0.12445081299958605,30.13956
36,recontact_settling,high_noise_high_cost,immediate_greedy,0.9610118407881607,1.022664130960903,1,0,0.06165229017274232,35.2407
38,recontact_settling,high_noise_high_cost,immediate_greedy,1.0714298996436113,1.023921336911954,1,0,0.04750856273165738,35.2407
40,recontact_settling,high_noise_high_cost,immediate_greedy,1.0496161370370192,1.0251782328428132,1,1,0.024437904194205995,45.09251999999999
42,recontact_settling,high_noise_high_cost,immediate_greedy,1.0531534888884542,1.0264348024641274,1,1,0.026718686424326732,55.294799999999995
44,recontact_settling,high_noise_high_cost,immediate_greedy,1.0276748977498091,1.0276910294907715,0,1,1.613174096237735e-05,60.746399999999994
46,recontact_settling,high_noise_high_cost,immediate_greedy,0.8631319576412991,1.0289468976420613,0,0,0.16581494000076213,60.746399999999994
48,recontact_settling,high_noise_high_cost,immediate_greedy,0.9388226713264223,1.0302023906419626,1,0,0.09137971931554034,66.54845999999999
50,recontact_settling,high_noise_high_cost,immediate_greedy,0.9050143568824727,1.0314574922193038,0,1,0.12644313533683116,72.35051999999999
52,recontact_settling,high_noise_high_cost,immediate_greedy,0.9787045334051419,1.0327121861079864,1,0,0.05400765270284458,78.15257999999999
54,recontact_settling,high_noise_high_cost,immediate_greedy,1.0555496940828655,1.0339664560471948,1,0,0.021583238035670638,78.15257999999999
56,recontact_settling,high_noise_high_cost,immediate_greedy,0.9418818297059709,1.0352202857816082,0,0,0.09333845607563729,82.90325999999999
58,recontact_settling,high_noise_high_cost,immediate_greedy,0.8947130655996816,1.0364736590616108,0,1,0.14176059346192926,93.45599999999999
60,recontact_settling,high_noise_high_cost,immediate_greedy,0.983834799525629,1.0377265596435026,1,0,0.053891760117873555,98.90759999999999
62,recontact_settling,high_noise_high_cost,immediate_greedy,0.9879069252211754,1.0389789712897095,0,1,0.051072046068534105,103.65827999999999
64,recontact_settling,high_noise_high_cost,immediate_greedy,1.0601168371854337,1.040230877768994,1,0,0.01988595941643978,108.75941999999999
66,recontact_settling,high_noise_high_cost,immediate_greedy,0.9229547701203119,1.0414822628566656,0,0,0.11852749273635366,113.86055999999999
68,recontact_settling,high_noise_high_cost,immediate_greedy,1.0281047379230481,1.0427331103347914,1,0,0.014628372411743307,118.9617
70,recontact_settling,high_noise_high_cost,immediate_greedy,1.1086601800564817,1.0439834039924052,1,0,0.06467677606407651,118.9617
72,recontact_settling,high_noise_high_cost,immediate_greedy,1.08317342363011,1.045233127625719,0,1,0.03794029600439108,123.71238
74,recontact_settling,high_noise_high_cost,immediate_greedy,1.0643909744944215,1.0464822650383319,0,1,0.01790870945608969,134.26511999999997
76,recontact_settling,high_noise_high_cost,immediate_greedy,1.0235316786088495,1.0477308000414405,1,1,0.024199121432590953,139.71671999999995
78,recontact_settling,high_noise_high_cost,immediate_greedy,1.1303850000840485,1.0489787164540485,1,0,0.08140628363000002,139.71671999999995
80,recontact_settling,high_noise_high_cost,immediate_greedy,0.9861630227110458,1.050225998103177,0,0,0.06406297539213113,144.46739999999994
82,recontact_settling,high_noise_high_cost,immediate_greedy,1.0584833165021263,1.051472628824073,1,0,0.007010687678053351,149.56853999999993
84,recontact_settling,high_noise_high_cost,immediate_greedy,1.0094471801997724,1.0527185924604199,1,1,0.04327141226064746,159.4203599999999
86,recontact_settling,high_noise_high_cost,immediate_greedy,0.9784206743998438,1.0539638728645464,0,1,0.07554319846470259,164.5214999999999
88,recontact_settling,high_noise_high_cost,immediate_greedy,0.8533536951367545,1.0552084538976358,0,0,0.20185475876088133,164.5214999999999
90,recontact_settling,high_noise_high_cost,immediate_greedy,0.9063660604405179,1.0564523194299356,1,0,0.15008625898941763,169.62263999999988
92,recontact_settling,high_noise_high_cost,immediate_greedy,0.9274945173165166,1.0576954533409657,0,1,0.13020093602444915,174.72377999999986
94,recontact_settling,high_noise_high_cost,immediate_greedy,0.8888127533091575,1.058937839519728,1,1,0.17012508621057043,179.47445999999985
96,recontact_settling,high_noise_high_cost,immediate_greedy,0.9424561241534856,1.060179461864915,1,0,0.1177233377114294,179.47445999999985
98,recontact_settling,high_noise_high_cost,immediate_greedy,1.0025519352239443,1.0614203042851187,1,0,0.05886836906117443,179.47445999999985
100,recontact_settling,high_noise_high_cost,immediate_greedy,0.9562309281314569,1.0626603506990384,1,1,0.10642942256758148,188.62535999999983
102,recontact_settling,high_noise_high_cost,immediate_greedy,0.8463729898040115,1.0638995850356903,0,0,0.21752659523167872,193.37603999999982
104,recontact_settling,high_noise_high_cost,immediate_greedy,0.8373274552441462,1.0651379912346144,1,1,0.2278105359904682,197.7762599999998
106,recontact_settling,high_noise_high_cost,immediate_greedy,0.9186054560008899,1.0663755532460837,1,0,0.14777009724519374,197.7762599999998
108,recontact_settling,high_noise_high_cost,immediate_greedy,1.0305680174176917,1.067612255031312,1,0,0.03704423761362041,197.7762599999998
110,recontact_settling,high_noise_high_cost,immediate_greedy,1.1133253629119322,1.0688480805626617,1,0,0.04447728234927051,197.7762599999998
112,recontact_settling,high_noise_high_cost,immediate_greedy,1.093464910323029,1.0700830138238508,0,1,0.0233818964991781,201.4755599999998
114,recontact_settling,high_noise_high_cost,immediate_greedy,1.1725066391849446,1.0713170388101616,1,0,0.10118960037478297,205.5253199999998
116,recontact_settling,high_noise_high_cost,immediate_greedy,1.2635126449289704,1.0725501395286479,1,0,0.19096250540032256,205.5253199999998
118,recontact_settling,high_noise_high_cost,immediate_greedy,1.165370562917498,1.073782299998341,0,0,0.0915882629191569,209.5750799999998
120,recontact_settling,high_noise_high_cost,immediate_greedy,1.1293326690634231,1.0750135042504592,1,1,0.05431916481296395,213.27437999999978
122,recontact_settling,high_noise_high_cost,immediate_greedy,1.1023459193072702,1.076243736328612,1,1,0.026102182978658295,221.02343999999977
124,recontact_settling,high_noise_high_cost,immediate_greedy,1.0679054051668995,1.0774729802890093,0,1,0.009567575122109817,225.07319999999976
126,recontact_settling,high_noise_high_cost,immediate_greedy,1.0664268066392153,1.0787012202006663,0,1,0.01227441356145098,234.22409999999974
128,recontact_settling,high_noise_high_cost,immediate_greedy,1.0428504900859508,1.079928440145611,0,1,0.0370779500596603,244.7768399999997
130,recontact_settling,high_noise_high_cost,immediate_greedy,1.026694458490115,1.0811546242190904,1,1,0.054460165728975385,250.57889999999972
132,recontact_settling,high_noise_high_cost,immediate_greedy,1.017914811449832,1.0823797565297757,0,1,0.06446494507994371,256.38095999999973
134,recontact_settling,high_noise_high_cost,immediate_greedy,0.975275168160092,1.0836038211999695,0,1,0.10832865303987749,268.3355399999997
136,recontact_settling,high_noise_high_cost,immediate_greedy,0.928329163530434,1.0848268023658105,0,1,0.15649763883537648,281.69195999999965
138,recontact_settling,high_noise_high_cost,immediate_greedy,0.9064356738764552,1.0860486841774804,0,1,0.17961301030102517,295.7492999999996
140,recontact_settling,high_noise_high_cost,immediate_greedy,0.7536207017459727,1.0872694507994076,0,0,0.3336487490534349,295.7492999999996
142,recontact_settling,high_noise_high_cost,immediate_greedy,0.8276395901308973,1.0884890864104741,1,0,0.2608494962795769,302.6027399999996
144,recontact_settling,high_noise_high_cost,immediate_greedy,0.915333260070555,1.0897075752042191,1,0,0.17437431513366408,302.6027399999996
146,recontact_settling,high_noise_high_cost,immediate_greedy,0.971334387618923,1.0909249013890452,1,0,0.1195905137701222,302.6027399999996
148,recontact_settling,high_noise_high_cost,immediate_greedy,0.9698010070953298,1.092141049188422,1,1,0.12234004209309224,313.50593999999955
150,recontact_settling,high_noise_high_cost,immediate_greedy,1.0714981790881504,1.093356002841091,1,0,0.02185782375294054,313.50593999999955
152,recontact_settling,high_noise_high_cost,immediate_greedy,0.9337945089087236,1.0945697466012696,0,0,0.16077523769254598,318.95753999999954
154,recontact_settling,high_noise_high_cost,immediate_greedy,0.8857787305262378,1.0957822647388562,1,1,0.21000353421261841,323.7082199999995
156,recontact_settling,high_noise_high_cost,immediate_greedy,0.9459180924774003,1.0969935415396324,1,0,0.15107544906223203,323.7082199999995
158,recontact_settling,high_noise_high_cost,immediate_greedy,0.9566488960485753,1.0982035613054677,0,1,0.14155466525689242,327.4075199999995
160,recontact_settling,high_noise_high_cost,immediate_greedy,0.9375614806434661,1.099412308354523,0,1,0.16185082771105697,335.8574999999995
162,recontact_settling,high_noise_high_cost,immediate_greedy,1.0257497059986886,1.1006197670214537,1,0,0.07487006102276506,340.2577199999995
164,recontact_settling,high_noise_high_cost,immediate_greedy,1.0038587966759236,1.101825921657612,1,1,0.09796712498168847,350.10953999999947
166,recontact_settling,high_noise_high_cost,immediate_greedy,0.9648454135785263,1.103030756631251,1,1,0.13818534305272467,361.36319999999944
168,recontact_settling,high_noise_high_cost,immediate_greedy,1.052246424227439,1.1042342563277259,1,0,0.0519878321002869,361.36319999999944
170,recontact_settling,high_noise_high_cost,immediate_greedy,1.1437651025568727,1.1054364051496979,1,0,0.03832869740717482,361.36319999999944
172,recontact_settling,high_noise_high_cost,immediate_greedy,0.9881944748937772,1.1066371875173349,0,0,0.11844271262355766,366.4643399999994
174,recontact_settling,high_noise_high_cost,immediate_greedy,0.9531513532983696,1.1078365878685144,0,1,0.15468523457014471,377.3675399999994
176,recontact_settling,high_noise_high_cost,immediate_greedy,0.9260523931273078,1.1090345906590242,0,1,0.1829821975317164,389.32211999999936
178,recontact_settling,high_noise_high_cost,immediate_greedy,1.0156901343963112,1.1102311803627654,1,0,0.09454104596645418,395.82509999999934
180,recontact_settling,high_noise_high_cost,immediate_greedy,0.9896786920323292,1.1114263414719519,1,1,0.12174764943962268,408.1301399999993
182,recontact_settling,high_noise_high_cost,immediate_greedy,0.9911342482188003,1.1126200584973125,1,1,0.12148581027851224,420.78563999999926
184,recontact_settling,high_noise_high_cost,immediate_greedy,0.9646926995375398,1.1138123159682913,1,1,0.14911961643075156,433.7915999999992
186,recontact_settling,high_noise_high_cost,immediate_greedy,1.0087934456190095,1.1150030984332484,1,0,0.10620965281423889,433.7915999999992
188,recontact_settling,high_noise_high_cost,immediate_greedy,1.119078932405991,1.1161923904596593,1,0,0.0028865419463317554,433.7915999999992
190,recontact_settling,high_noise_high_cost,immediate_greedy,1.054519652360031,1.117380176634316,1,1,0.06286052427428501,446.4470999999992
192,recontact_settling,high_noise_high_cost,immediate_greedy,1.0466302631926265,1.1185664415635268,1,1,0.07193617837090027,459.80351999999914
194,recontact_settling,high_noise_high_cost,immediate_greedy,1.0378001505342536,1.1197511698733142,1,1,0.08195101933906068,473.5103999999991
196,recontact_settling,high_noise_high_cost,immediate_greedy,1.1160518248682059,1.1209343462096164,1,0,0.0048825213414105395,473.5103999999991
198,recontact_settling,high_noise_high_cost,immediate_greedy,1.0037952369826626,1.1221159552384843,0,0,0.11832071825582169,479.6629199999991
200,recontact_settling,high_noise_high_cost,immediate_greedy,0.9944084019681977,1.1232959816462815,1,1,0.12888757967808384,485.46497999999906
202,recontact_settling,high_noise_high_cost,immediate_greedy,1.0700800028175477,1.1244744101398823,1,0,0.05439440732233458,485.46497999999906
204,recontact_settling,high_noise_high_cost,immediate_greedy,1.027486256653952,1.12565122544687,1,1,0.09816496879291803,495.66725999999903
206,recontact_settling,high_noise_high_cost,immediate_greedy,1.0146583112695802,1.1268264123157348,0,1,0.1121681010461546,501.118859999999
208,recontact_settling,high_noise_high_cost,immediate_greedy,1.0711045719213987,1.127999955516071,1,0,0.056895383594672166,506.920919999999
210,recontact_settling,high_noise_high_cost,immediate_greedy,1.053021540467223,1.1291718398387751,0,1,0.07615029937155215,512.372519999999
212,recontact_settling,high_noise_high_cost,immediate_greedy,1.1569539776109987,1.1303420500962431,1,0,0.026611927514755607,517.824119999999
214,recontact_settling,high_noise_high_cost,immediate_greedy,1.1477192909777443,1.1315105711225661,0,1,0.016208719855178133,522.574799999999
216,recontact_settling,high_noise_high_cost,immediate_greedy,1.090668677046477,1.1326773877737282,0,1,0.0420087107272511,533.1275399999989
218,recontact_settling,high_noise_high_cost,immediate_greedy,1.0355801653420211,1.1338424849278017,1,1,0.09826231958578058,538.5791399999989
220,recontact_settling,high_noise_high_cost,immediate_greedy,1.0062885695782566,1.1350058474851439,0,1,0.12871727790688725,544.0307399999989
222,recontact_settling,high_noise_high_cost,immediate_greedy,0.9816767362750669,1.1361674603685925,0,1,0.1544907240935256,555.9853199999989
224,recontact_settling,high_noise_high_cost,immediate_greedy,1.039533207802047,1.1373273085236604,1,0,0.09779410072161343,562.1378399999988
226,recontact_settling,high_noise_high_cost,immediate_greedy,1.1068500915368225,1.1384853769187322,1,0,0.03163528538190974,562.1378399999988
228,recontact_settling,high_noise_high_cost,immediate_greedy,1.0710064375977524,1.1396416505452573,0,1,0.06863521294750496,567.5894399999988
230,recontact_settling,high_noise_high_cost,immediate_greedy,1.042894014299384,1.1407961144179461,0,1,0.09790210011856204,579.1935599999988
232,recontact_settling,high_noise_high_cost,immediate_greedy,1.1251601091515493,1.1419487535749626,1,0,0.016788644423413324,584.9956199999988
234,recontact_settling,high_noise_high_cost,immediate_greedy,1.206477310122859,1.1430995530781196,1,0,0.06337775704473936,584.9956199999988
236,recontact_settling,high_noise_high_cost,immediate_greedy,1.166702826292339,1.1442484980130716,1,1,0.0224543282792673,595.8988199999988
238,recontact_settling,high_noise_high_cost,immediate_greedy,1.1598507315512028,1.1453955734895085,0,1,0.014455158061694284,601.3504199999987
0,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.046641696790532886,1.0,1,0,0.9533583032094671,0.0
2,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.12523658619635292,1.0012599972784018,1,0,0.8760234110820488,0.0
4,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.23286224222976631,1.0025199782272565,1,0,0.7696577359974901,0.0
6,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.3537524562240244,1.0037799265172285,1,0,0.6500274702932041,0.0
8,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.4501128200674335,1.005039825819406,1,0,0.5549270057519725,0.0
10,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.5885045294324002,1.0062996598055112,1,0,0.417795130373111,0.0
12,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.6787830455797688,1.0075594121481135,1,0,0.32877636656834475,0.0
14,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.7746316590796105,1.0088190665208403,1,0,0.2341874074412298,0.0
16,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.8607313605350024,1.0100786065985885,1,0,0.14934724606358607,0.0
18,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9494444364248895,1.011338016057736,1,0,0.061893579632846585,0.0
20,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.0360953154471328,1.0125972785763542,1,0,0.02349803687077867,0.0
22,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.113016998282669,1.0138563778344185,1,0,0.09916062044825047,0.0
24,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.214014853472844,1.0151152975140199,1,0,0.19889955595882425,0.0
26,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.3072970743852603,1.016374021299577,1,0,0.2909230530856832,0.0
28,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.4031678953844633,1.0176325328780473,1,0,0.38553536250641596,0.0
30,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2382120588598655,1.0188908159391383,0,0,0.2193212429207272,1.9469999999999998
32,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.109529317737049,1.0201488541755193,0,0,0.08938046356152984,1.9469999999999998
34,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.961780692663999,1.0214066312830319,0,0,0.05962593861903287,1.9469999999999998
36,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.8167176855805327,1.022664130960903,0,0,0.20594644538037032,1.9469999999999998
38,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.8272371490110942,1.023921336911954,1,1,0.19668418790085973,4.244459999999999
40,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.915946213080431,1.0251782328428132,1,0,0.10923201976238217,4.244459999999999
42,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.0271951153048138,1.0264348024641274,1,0,0.0007603128406863391,4.244459999999999
44,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1243861742005388,1.0276910294907715,1,0,0.09669514470976726,4.244459999999999
46,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1845408493429714,1.0289468976420613,1,0,0.15559395170091017,4.244459999999999
48,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2699297675617927,1.0302023906419626,1,0,0.23972737691983004,4.244459999999999
50,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2368444480402423,1.0314574922193038,0,1,0.20538695582093847,6.541919999999999
52,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.0921186404714078,1.0327121861079864,0,0,0.0594064543634214,6.541919999999999
54,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9561034809755369,1.0339664560471948,0,0,0.07786297507165796,6.541919999999999
56,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.8474941283417148,1.0352202857816082,0,0,0.1877261574398934,6.541919999999999
58,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.6998577921934629,1.0364736590616108,0,0,0.33661586686814793,6.541919999999999
60,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.7939358960306145,1.0377265596435026,1,0,0.24379066361288804,8.839379999999998
62,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9085023206192847,1.0389789712897095,1,0,0.1304766506704248,8.839379999999998
64,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9905213515669143,1.040230877768994,1,0,0.04970952620207958,8.839379999999998
66,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.0810755326750554,1.0414822628566656,1,0,0.03959326981838984,8.839379999999998
68,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1991128504748676,1.0427331103347914,1,0,0.15637974014007616,8.839379999999998
70,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2932349654880926,1.0439834039924052,1,0,0.2492515614956874,8.839379999999998
72,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2723088563655802,1.045233127625719,0,1,0.22707572873986126,11.136839999999998
74,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.144404027301163,1.0464822650383319,0,0,0.09792176226283122,11.136839999999998
76,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9958455066023105,1.0477308000414405,0,0,0.051885293439129954,11.136839999999998
78,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.8963902315776633,1.0489787164540485,0,0,0.1525884848763852,11.136839999999998
80,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.7600700135261194,1.050225998103177,0,0,0.2901559845770576,11.136839999999998
82,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.7343039322370036,1.051472628824073,1,1,0.31716869658706937,13.434299999999997
84,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.797825175421519,1.0527185924604199,1,0,0.2548934170389009,13.434299999999997
86,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.877845520794651,1.0539638728645464,1,0,0.17611835206989546,13.434299999999997
88,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9802725609283316,1.0552084538976358,1,0,0.07493589296930425,13.434299999999997
90,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.0458333863917646,1.0564523194299356,1,0,0.010618933038170963,13.434299999999997
92,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1856892301543895,1.0576954533409657,1,0,0.12799377681342383,13.434299999999997
94,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2624892999828454,1.058937839519728,1,0,0.20355146046311745,13.434299999999997
96,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.3251424480427183,1.060179461864915,1,0,0.26496298617780334,13.434299999999997
98,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.3946090611576798,1.0614203042851187,1,0,0.3331887568725611,13.434299999999997
100,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.232651626280802,1.0626603506990384,0,0,0.16999127558176363,15.731759999999996
102,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1157626068479185,1.0638995850356903,0,0,0.05186302181222824,15.731759999999996
104,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9960619524075593,1.0651379912346144,0,0,0.06907603882705504,15.731759999999996
106,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.8662073919002709,1.0663755532460837,0,0,0.20016816134581283,15.731759999999996
108,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.7712668119797014,1.067612255031312,0,0,0.2963454430516107,15.731759999999996
110,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.8606197844236558,1.0688480805626617,1,0,0.20822829613900584,18.029219999999995
112,recontact_settling,high_noise_high_cost,hysteresis_dwell,0.9528511913620732,1.0700830138238508,1,0,0.11723182246177766,18.029219999999995
114,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.0434024795403902,1.0713170388101616,1,0,0.027914559269771377,18.029219999999995
116,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.1541837706113778,1.0725501395286479,1,0,0.08163363108272992,18.029219999999995
118,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.2864371274237807,1.073782299998341,1,0,0.21265482742543962,18.029219999999995
120,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.3704004706327515,1.0750135042504592,1,0,0.29538696638229234,18.029219999999995
122,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.4611419484042258,1.076243736328612,1,0,0.3848982120756139,18.029219999999995
124,recontact_settling,high_noise_high_cost,hysteresis_dwell,1.4276261994514108,1.0774729802890093,0,1,0.3501532191624015,20.326679999999996
